Dev1/ai13 G input,Dev1/ai13 L input,Dev1/ai8 G input,Dev1/ai8 L input,Dev1/ai9 G input,Dev1/ai9 L input,Dev1/port0/line10 F output,Dev1/port0/line10 S output,Dev1/port0/line7 F output,Dev1/port0/line7 S output,Reached end condition,Session Finished,Tone F output,Tone S output,Trial name: first_v7 Finished,Trial name: first_v7 started
0.109,0.178,0.01,0.029,0.0,0.02,6.818,6.817,4.736,4.734,6.818,1304.11,4.427,4.227,6.819,0.0
0.26,0.322,0.081,0.094,0.041,0.07,12.422,12.421,10.346,10.339,12.421,,10.038,9.838,12.422,6.821
0.409,0.458,0.103,0.111,0.088,0.1,19.902,19.901,17.896,17.889,19.901,,17.588,17.388,19.902,12.422
4.789,4.826,0.118,0.124,0.107,0.115,26.502,26.501,24.454,24.447,26.502,,24.146,23.946,26.503,19.902
4.902,4.971,0.13,0.135,0.122,0.127,32.431,32.43,30.383,30.376,32.43,,30.075,29.875,32.431,26.503
5.056,5.14,0.141,0.145,0.133,0.138,39.723,39.722,37.7,37.693,39.722,,37.392,37.192,39.723,32.431
5.367,5.61,0.151,0.156,0.143,0.148,46.746,46.745,44.697,44.69,46.745,,44.389,44.189,46.746,39.723
10.226,10.276,0.16,0.165,0.153,0.158,53.329,53.328,51.267,51.26,53.329,,50.959,50.759,53.33,46.746
10.356,10.454,0.169,0.174,0.163,0.167,60.819,60.818,58.756,58.749,60.818,,58.448,58.248,60.819,53.33
10.689,10.742,0.179,0.184,0.172,0.177,67.809,67.808,65.788,65.781,67.808,,65.48,65.28,67.809,60.819
10.95,11.013,0.19,0.194,0.182,0.187,74.569,74.568,72.475,72.468,74.568,,72.167,71.967,74.569,67.809
17.809,17.867,0.2,0.205,0.192,0.198,81.35,81.349,79.271,79.264,81.35,,78.963,78.763,81.35,74.569
17.96,18.071,0.211,0.216,0.203,0.208,87.17,87.169,85.164,85.157,87.169,,84.855,84.656,87.17,81.351
18.151,18.202,0.223,0.228,0.214,0.219,93.927,93.926,91.864,91.857,93.927,,91.555,91.355,93.927,87.171
18.271,18.327,0.234,0.241,0.226,0.231,100.825,100.824,98.738,98.731,100.824,,98.43,98.23,106.548,93.928
18.405,18.457,0.247,0.254,0.238,0.244,106.548,112.883,104.524,104.517,106.548,,104.215,104.015,112.884,100.826
18.544,18.618,0.262,0.269,0.251,0.258,112.884,120.123,110.806,110.798,112.883,,110.498,110.298,120.124,106.549
18.714,18.793,0.278,0.286,0.266,0.273,120.124,125.775,118.086,118.079,120.123,,117.778,117.578,125.776,112.885
19.06,19.142,0.295,0.304,0.282,0.291,125.776,132.633,130.627,123.699,125.775,,123.398,123.198,132.634,120.124
21.728,21.781,0.313,0.323,0.3,0.309,132.634,138.234,136.195,130.62,132.633,,130.319,130.119,138.235,125.776
21.875,21.962,0.332,0.34,0.319,0.328,138.235,144.037,141.963,136.188,138.234,,135.887,135.687,144.039,132.634
22.102,22.132,0.349,0.357,0.336,0.345,144.038,149.795,147.77,141.956,144.038,,141.655,141.455,149.797,138.235
24.34,24.412,0.365,0.373,0.353,0.362,149.796,155.636,153.592,147.763,149.796,,147.462,147.261,155.637,144.039
24.48,24.538,0.381,0.389,0.369,0.378,155.637,161.693,159.676,153.585,155.636,,153.284,153.084,161.694,149.797
24.61,24.644,0.398,0.407,0.385,0.394,161.694,167.764,165.688,159.669,161.694,,159.368,159.168,167.766,155.637
24.934,24.742,0.416,0.425,0.403,0.411,167.765,174.998,173.004,165.681,167.765,,165.38,165.18,175.0,161.695
25.054,24.859,0.434,0.443,0.421,0.43,174.999,180.557,178.536,172.997,174.999,,172.696,172.496,180.559,167.766
25.182,24.982,0.452,0.462,0.438,0.448,180.558,187.731,185.677,178.529,180.558,,178.228,178.028,187.733,175.0
25.317,25.103,0.473,0.486,0.457,0.468,187.732,193.776,191.747,185.67,187.732,,185.369,185.169,193.777,180.559
25.574,25.232,0.503,0.555,0.48,0.494,193.777,199.488,197.476,191.74,193.776,,191.44,191.239,199.489,187.733
25.704,25.37,0.577,0.597,0.525,0.534,199.489,205.257,203.221,197.469,199.489,,197.168,196.968,205.259,193.778
25.843,25.625,0.613,0.628,0.566,0.587,205.258,211.296,209.222,203.214,205.258,,202.912,202.712,211.298,199.49
25.985,25.761,0.672,0.685,0.605,0.62,211.297,217.636,215.595,209.215,211.297,,208.914,208.714,217.637,205.259
26.153,25.901,0.696,0.704,0.641,0.66,217.636,223.366,221.31,215.588,217.636,,215.287,215.087,223.367,211.298
26.303,26.047,0.713,0.724,0.68,0.691,223.367,228.9,226.896,221.303,223.367,,221.002,220.802,228.901,217.637
26.442,26.216,0.735,0.749,0.7,0.709,228.901,234.592,232.511,226.889,228.901,,232.203,226.388,234.593,223.368
26.632,26.356,0.784,0.798,0.719,0.729,234.593,240.199,238.139,232.504,234.592,,237.831,232.003,240.2,228.902
