Dev1/ai13 G input,Dev1/ai13 L input,Dev1/ai8 G input,Dev1/ai8 L input,Dev1/ai9 G input,Dev1/ai9 L input,Dev1/port0/line10 F output,Dev1/port0/line10 S output,Dev1/port0/line7 F output,Dev1/port0/line7 S output,Reached end condition,Session Finished,Tone F output,Tone S output,Trial name: first_v7 Finished,Trial name: first_v7 started
0.0,0.098,0.067,0.091,0.022,0.055,6.437,6.436,4.356,4.354,6.437,1314.935,4.047,3.847,6.438,0.0
0.245,0.318,0.113,0.131,0.08,0.102,12.585,12.585,10.575,10.568,12.585,,10.267,10.067,12.586,6.44
0.319,0.403,0.196,0.215,0.121,0.142,19.065,19.064,17.053,17.046,19.064,,16.745,16.545,19.065,12.586
0.589,0.865,0.23,0.246,0.182,0.206,25.406,25.405,23.339,23.332,25.405,,23.031,22.831,25.406,19.065
0.991,1.203,0.345,0.379,0.222,0.238,31.897,31.897,29.891,29.884,31.897,,29.583,29.383,31.898,25.406
1.366,1.437,0.41,0.492,0.259,0.315,37.886,37.885,35.837,42.439,37.885,,35.529,35.329,37.886,31.898
4.622,4.658,0.553,0.594,0.363,0.395,44.525,44.524,42.446,48.427,44.524,,42.138,41.938,44.525,37.886
4.748,4.804,0.693,0.748,0.425,0.471,50.481,50.48,48.434,54.143,50.48,,48.126,47.926,50.481,44.525
4.92,4.968,0.793,0.823,0.517,0.573,56.212,56.211,54.15,59.716,56.211,,53.842,53.642,56.212,50.481
5.079,5.141,0.87,0.896,0.768,0.85,61.805,61.804,59.723,66.976,61.804,,59.415,59.215,61.805,56.212
5.368,5.424,0.965,0.987,0.885,0.911,69.013,69.013,66.983,72.887,69.013,,66.675,66.475,69.014,61.805
17.192,17.241,1.013,1.138,0.95,0.976,74.923,74.922,72.894,79.256,74.922,,72.586,72.386,74.923,69.014
17.328,17.37,1.186,1.215,0.998,1.097,81.341,81.34,79.263,86.804,81.34,,78.955,78.755,81.341,74.923
29.965,30.027,1.236,1.288,1.203,1.226,88.877,88.876,86.811,93.884,88.877,,86.503,86.303,88.878,81.341
30.081,30.119,1.306,1.322,1.25,1.275,95.975,95.974,93.891,99.481,95.975,,93.583,93.383,95.976,88.878
30.181,30.229,1.348,1.552,1.297,1.314,101.558,101.557,99.488,105.977,101.557,,99.18,98.98,101.558,95.976
30.296,30.348,1.608,1.626,1.333,1.39,108.064,108.063,105.984,113.141,108.063,,105.676,105.476,108.064,101.559
30.417,30.471,1.64,1.652,1.517,1.596,115.187,115.186,113.148,120.027,115.187,,112.84,112.64,115.187,108.065
30.539,30.594,1.662,1.671,1.618,1.633,122.091,122.09,120.034,126.822,122.091,,119.726,119.526,122.092,115.188
30.668,30.721,1.678,1.685,1.647,1.657,128.852,128.852,126.829,133.828,128.852,,126.521,126.321,128.853,122.092
30.8,30.855,1.692,1.699,1.667,1.675,135.88,135.879,133.835,140.396,135.88,,133.527,133.327,135.881,128.853
30.95,31.025,1.705,1.711,1.682,1.689,142.431,142.43,140.403,147.578,142.43,,140.095,139.895,142.431,135.881
31.104,31.168,1.717,1.723,1.695,1.702,149.61,149.609,147.585,153.827,149.609,,147.277,147.077,149.61,142.431
31.264,31.323,1.729,1.736,1.708,1.715,155.918,155.917,153.834,161.334,155.917,,153.526,153.326,155.918,149.61
31.464,31.531,1.744,1.752,1.72,1.727,163.344,163.343,161.341,174.412,163.343,,161.033,160.833,163.344,155.918
31.626,31.693,1.762,1.775,1.733,1.74,170.367,170.366,168.371,180.28,170.366,,168.063,167.863,170.367,163.344
31.805,31.881,1.793,1.855,1.748,1.757,176.435,176.434,174.419,185.935,176.435,,174.111,173.911,176.436,170.368
31.955,32.02,1.87,1.88,1.768,1.783,182.311,182.31,180.287,191.585,182.31,,179.979,179.779,182.311,176.436
32.102,32.175,1.89,1.9,1.844,1.863,188.019,188.019,185.942,197.452,188.019,,185.634,185.434,188.02,182.311
32.263,32.333,1.911,1.926,1.875,1.885,193.644,193.643,191.592,204.669,193.643,,191.284,191.084,199.508,188.02
32.428,32.501,1.979,1.995,1.895,1.906,199.508,199.507,197.459,211.04,199.508,,197.151,196.951,206.738,193.645
32.76,32.819,2.009,2.023,1.919,1.939,206.738,206.737,204.676,217.186,206.737,,204.368,204.168,213.092,199.509
32.942,32.959,2.035,2.047,1.968,1.987,213.092,213.091,211.047,223.565,213.091,,210.739,210.539,219.222,206.738
32.971,33.038,2.062,2.112,2.002,2.016,219.222,219.221,217.193,230.052,219.221,,216.885,216.685,225.614,213.093
33.188,33.293,2.123,2.132,2.029,2.041,225.614,225.613,223.572,236.749,225.613,,223.264,223.064,232.086,219.223
33.6,33.672,2.139,2.146,2.053,2.072,232.086,232.085,230.059,242.426,232.085,,229.751,229.551,238.801,225.614
33.849,33.94,2.151,2.157,2.104,2.118,238.801,238.8,242.433,248.82,238.8,,236.448,236.248,244.464,232.087
33.941,33.944,2.162,2.167,2.128,2.136,244.464,244.463,248.828,255.431,244.463,,242.125,241.925,250.894,238.802
34.356,34.455,2.171,2.176,2.143,2.149,250.893,250.892,255.438,268.494,250.893,,248.519,248.319,257.472,244.465
35.85,35.905,2.18,2.185,2.155,2.16,257.471,257.471,262.586,274.654,257.471,,255.13,254.93,264.658,250.894
35.978,36.02,2.188,2.192,2.165,2.169,264.658,264.657,268.501,281.959,264.657,,262.278,262.078,270.499,257.472
36.083,36.135,2.195,2.199,2.174,2.178,270.498,270.498,274.661,287.753,270.498,,268.193,267.993,276.676,264.658
36.2,36.253,2.203,2.207,2.182,2.186,276.676,276.675,281.966,295.153,276.675,,274.353,274.153,284.041,270.499
36.321,36.373,2.211,2.214,2.19,2.194,284.041,284.04,287.76,308.451,284.04,,281.658,281.458,289.776,276.676
36.44,36.492,2.217,2.221,2.198,2.202,289.776,289.775,295.16,314.713,289.775,,287.452,287.252,297.232,284.041
36.566,36.621,2.225,2.228,2.205,2.209,297.232,297.231,301.3,321.701,297.231,,294.852,294.652,303.378,289.777
36.697,36.75,2.232,2.234,2.212,2.216,303.377,303.377,308.458,328.593,303.377,,300.991,300.791,310.468,297.233
36.827,36.884,2.238,2.242,2.22,2.223,310.468,310.467,314.72,334.455,310.467,,308.15,307.95,316.742,303.378
36.996,37.05,2.245,2.249,2.227,2.23,316.742,316.741,321.708,341.737,316.741,,314.412,314.212,323.761,310.468
37.291,37.345,2.252,2.256,2.233,2.236,323.761,323.76,328.6,348.391,323.76,,321.4,321.2,330.605,316.743
37.424,37.483,2.259,2.263,2.24,2.243,330.605,330.604,334.462,354.112,330.604,,328.292,328.092,336.495,323.761
37.575,37.643,2.267,2.27,2.247,2.251,336.495,336.494,341.744,361.627,336.494,,334.154,333.954,343.779,330.605
37.739,37.809,2.274,2.278,2.254,2.258,343.779,343.778,348.398,367.233,343.779,,341.436,341.236,350.493,336.495
37.928,37.985,2.282,2.286,2.261,2.265,350.492,350.492,354.119,374.53,350.492,,348.089,347.89,356.18,343.78
38.239,38.31,2.29,2.295,2.268,2.273,356.18,356.179,361.634,380.514,356.179,,353.811,353.611,363.711,350.493
38.405,38.493,2.299,2.304,2.276,2.28,363.711,363.71,367.24,387.187,363.71,,361.326,361.126,369.278,356.181
38.607,38.696,2.31,2.316,2.284,2.289,369.278,369.277,374.537,393.123,369.277,,366.932,366.732,376.57,363.711
38.819,38.908,2.321,2.328,2.293,2.297,376.57,376.569,380.521,398.942,376.57,,374.229,374.029,382.596,369.278
